2,20110908,20111120,0.71,19198.75
-18611.0,-2633.0,-15978.0
-16211.0,-2098.0,-14113.0
-16802.0,-1931.0,-14871.0
-14946.0,-1493.0,-13453.0
898.0,374.0,524.0
871.0,116.0,755.0
852.0,636.0,216.0
919.0,455.0,464.0
-254.0,496.0,-750.0
1050.0,401.0,649.0
1058.0,451.0,607.0
1150.0,415.0,735.0
1141.0,590.0,551.0
1142.0,458.0,684.0
1132.0,453.0,679.0
1068.0,513.0,555.0
1120.0,318.0,802.0
1155.0,303.0,852.0
1152.0,283.0,869.0
1169.0,451.0,718.0
1123.0,1059.0,64.0
938.0,556.0,382.0
1179.0,312.0,867.0
1066.0,101.0,965.0
1164.0,990.0,174.0
1251.0,516.0,735.0
1191.0,-47.0,1238.0
1062.0,164.0,898.0
872.0,267.0,605.0
796.0,291.0,505.0
1371.0,350.0,1021.0
1463.0,654.0,809.0
1368.0,784.0,584.0
1655.0,139.0,1516.0
1416.0,1053.0,363.0
1405.0,399.0,1006.0
1432.0,116.0,1316.0
1373.0,1063.0,310.0
1213.0,1444.0,-231.0
1233.0,1550.0,-317.0
1129.0,435.0,694.0
1284.0,742.0,542.0
1295.0,1334.0,-39.0
1001.0,624.0,377.0
1069.0,11.0,1058.0
1159.0,76.0,1083.0
1183.0,1603.0,-420.0
1250.0,1743.0,-493.0
1274.0,759.0,515.0
1082.0,456.0,626.0
824.0,713.0,111.0
1295.0,35.0,1260.0
1164.0,316.0,848.0
945.0,543.0,402.0
978.0,499.0,479.0
890.0,-519.0,1409.0
1183.0,93.0,1090.0
-22789.0,-4357.0,-18432.0
-63987.0,-14230.0,-49757.0
-23947.0,-4998.0,-18949.0
-65112.0,-16090.0,-49022.0
-65048.0,-17295.0,-47753.0
-66457.0,-17159.0,-49298.0
-65809.0,-17297.0,-48512.0
