2,20110908,20111120,1.00,1278.35
-1625.0,-648.0,-977.0
-2015.0,-1042.0,-973.0
-3113.0,-1538.0,-1575.0
-2219.0,-787.0,-1432.0
-1813.0,-794.0,-1019.0
-2380.0,-783.0,-1597.0
-1640.0,-1008.0,-632.0
-819.0,-586.0,-233.0
-499.0,-265.0,-234.0
-223.0,-488.0,265.0
-97.0,-584.0,487.0
-71.0,-718.0,647.0
-285.0,-904.0,619.0
-390.0,-1007.0,617.0
-394.0,-1025.0,631.0
-513.0,-1008.0,495.0
-603.0,-1132.0,529.0
-521.0,-1653.0,1132.0
-857.0,-1573.0,716.0
-190.0,-1439.0,1249.0
-572.0,-1573.0,1001.0
-397.0,-1352.0,955.0
-293.0,-1499.0,1206.0
-296.0,-1613.0,1317.0
-335.0,-1621.0,1286.0
-325.0,-1686.0,1361.0
-381.0,-1742.0,1361.0
-508.0,-1308.0,800.0
-402.0,-1350.0,948.0
-499.0,-1455.0,956.0
-642.0,-1187.0,545.0
-561.0,-1435.0,874.0
-650.0,-1453.0,803.0
-601.0,-1270.0,669.0
-566.0,-1345.0,779.0
-505.0,-1326.0,821.0
-647.0,-1658.0,1011.0
-620.0,-1820.0,1200.0
-505.0,-1720.0,1215.0
-506.0,-1326.0,820.0
-680.0,-1577.0,897.0
-769.0,-1549.0,780.0
-602.0,-1412.0,810.0
-584.0,-1455.0,871.0
-704.0,-1603.0,899.0
-847.0,-1659.0,812.0
-834.0,-1766.0,932.0
-844.0,-1843.0,999.0
-603.0,-1273.0,670.0
-702.0,-1339.0,637.0
-475.0,-1339.0,864.0
-752.0,-1311.0,559.0
-1400.0,-1190.0,-210.0
-1534.0,-1402.0,-132.0
-1689.0,-1413.0,-276.0
-1632.0,-1387.0,-245.0
-1284.0,-1504.0,220.0
-1514.0,-1711.0,197.0
-1115.0,-1568.0,453.0
-1191.0,-1652.0,461.0
-1126.0,-1788.0,662.0
-1592.0,-1508.0,-84.0
-1390.0,-1548.0,158.0
-1405.0,-1588.0,183.0
-2378.0,-1783.0,-595.0
-2397.0,-1840.0,-557.0
-2546.0,-1981.0,-565.0
-2188.0,-1743.0,-445.0
-1509.0,-1379.0,-130.0
-2248.0,-1775.0,-473.0
-1076.0,-1728.0,652.0
-852.0,-1449.0,597.0
-784.0,-1671.0,887.0
-1731.0,-1708.0,-23.0
-1759.0,-1468.0,-291.0
-1741.0,-1780.0,39.0
-2288.0,-2063.0,-225.0
-2394.0,-1862.0,-532.0
-2291.0,-1816.0,-475.0
-1766.0,-1852.0,86.0
-1986.0,-1813.0,-173.0
-1290.0,-1466.0,176.0
-1753.0,-1421.0,-332.0
-1776.0,-1407.0,-369.0
-1528.0,-1063.0,-465.0
-1725.0,-1281.0,-444.0
-1661.0,-1400.0,-261.0
-1652.0,-1222.0,-430.0
-1806.0,-1380.0,-426.0
-420.0,-1292.0,872.0
-715.0,-1605.0,890.0
-379.0,-1374.0,995.0
147.0,-1138.0,1285.0
-445.0,-1015.0,570.0
-776.0,-1356.0,580.0
-408.0,-1705.0,1297.0
-409.0,-1490.0,1081.0
-244.0,-1387.0,1143.0
