2,20110908,20111120,0.38,26151.11
10581.0,-3108.0,13689.0
8405.0,-3564.0,11969.0
-16240.0,-10418.0,-5822.0
5508.0,-3468.0,8976.0
5114.0,-3132.0,8246.0
-27979.0,-12872.0,-15107.0
-30174.0,-11092.0,-19082.0
-30072.0,-9444.0,-20628.0
-28905.0,-7860.0,-21045.0
-28051.0,-7692.0,-20359.0
-27474.0,-6814.0,-20660.0
-5513.0,-341.0,-5172.0
-5851.0,-744.0,-5107.0
-5411.0,233.0,-5644.0
-5122.0,1178.0,-6300.0
-3074.0,1890.0,-4964.0
-1298.0,2995.0,-4293.0
-1746.0,2093.0,-3839.0
-3652.0,144.0,-3796.0
-3216.0,405.0,-3621.0
-3124.0,436.0,-3560.0
-1893.0,956.0,-2849.0
-1912.0,166.0,-2078.0
484.0,356.0,128.0
1282.0,-522.0,1804.0
957.0,-817.0,1774.0
543.0,-2095.0,2638.0
-991.0,-3037.0,2046.0
-2253.0,-3404.0,1151.0
-2008.0,-3462.0,1454.0
-2818.0,-4532.0,1714.0
-5140.0,-4782.0,-358.0
-5755.0,-4581.0,-1174.0
-6331.0,-4314.0,-2017.0
-9114.0,-4516.0,-4598.0
-12133.0,-4679.0,-7454.0
-42673.0,-13200.0,-29473.0
-42124.0,-13552.0,-28572.0
-43859.0,-13798.0,-30061.0
-42682.0,-12877.0,-29805.0
-41894.0,-12175.0,-29719.0
-41652.0,-12196.0,-29456.0
-41630.0,-12366.0,-29264.0
-44516.0,-13415.0,-31101.0
-43916.0,-12525.0,-31391.0
-44223.0,-12646.0,-31577.0
-44180.0,-12500.0,-31680.0
-37979.0,-9019.0,-28960.0
-40887.0,-10426.0,-30461.0
-37415.0,-8683.0,-28732.0
-38274.0,-9034.0,-29240.0
-39363.0,-9453.0,-29910.0
-38544.0,-9515.0,-29029.0
-39118.0,-9817.0,-29301.0
