000,000,28901,22446
000,001,29424,22706
000,002,30045,22933
000,003,30704,23782
000,004,31810,24344
000,005,32587,24895
001,000,29002,23271
001,001,29497,23597
001,002,30121,24160
001,003,30774,24730
001,004,31900,25276
001,005,32725,25758
001,006,33126,26105
002,000,29443,23949
002,001,29764,24366
002,002,30347,24900
002,003,31087,25282
002,004,32240,25974
002,005,33008,26410
002,006,33379,26721
002,007,32888,26908
003,000,30392,25457
003,001,30639,25582
003,002,31082,26155
003,003,31620,26344
003,004,32600,27085
003,005,33406,27403
003,006,33847,27669
003,007,33491,27616
003,008,33371,27740
004,000,31061,25657
004,001,31213,26026
004,002,31572,26441
004,003,32136,26720
004,004,32903,27631
004,005,33751,27950
004,006,34263,28185
004,007,34015,28184
004,008,33933,28138
004,009,34122,28188
005,000,31341,26489
005,001,31550,26707
005,002,31920,27274
005,003,32498,27539
005,004,33252,28337
005,005,34045,28527
005,006,34643,28841
005,007,34382,28790
005,008,34344,28553
005,009,34429,28514
005,010,34988,29407
006,001,31331,26861
006,002,31767,27334
006,003,32236,27551
006,004,32897,27963
006,005,33602,28327
006,006,34307,28660
006,007,34044,28843
006,008,33986,28212
006,009,34040,28629
006,010,34941,28764
006,011,35327,29491
007,002,32169,20073
007,003,32581,28082
007,004,33191,28619
007,005,33712,28634
007,006,34580,28956
007,007,34257,28663
007,008,34097,28106
007,009,34142,28667
007,010,34904,28914
007,011,35380,28995
007,012,35650,29486
008,003,32524,27666
008,004,33204,28138
008,005,33647,28415
008,006,34500,28997
008,007,34291,28211
008,008,34188,28426
008,009,34289,28607
008,010,34850,28693
008,011,35432,29041
008,012,35605,28834
008,013,36070,29740
009,004,33742,27593
009,005,34016,28148
009,006,34696,28622
009,007,34585,28313
009,008,34549,28978
009,009,34539,28584
009,010,34686,22005
009,011,35114,26298
009,012,35301,25833
009,013,35647,26654
009,014,35619,27085
010,005,33843,24751
010,006,34163,24678
010,007,33754,24681
010,008,33876,24651
010,009,33986,24588
010,010,34455,23237
010,011,35177,24438
010,012,35354,24707
010,013,35800,24827
010,014,35723,25263
010,015,35734,25482
011,006,33109,24615
011,007,32754,24715
011,008,33040,24218
011,009,33219,24534
011,010,33474,24548
011,011,34108,24226
011,012,34319,23720
011,013,34892,22824
011,014,34998,21974
011,015,34674,21918
011,016,35142,24069
012,007,32136,24015
012,008,32139,23925
012,009,32179,23916
012,010,32547,23466
012,011,33077,23028
012,012,33275,22248
012,013,33844,22358
012,014,33932,21599
012,015,33771,21615
012,016,33879,23401
012,017,34043,23716
013,008,31335,23225
013,009,31498,22738
013,010,31835,22723
013,011,32312,22695
013,012,32636,22632
013,013,33246,22166
013,014,33252,21464
013,015,33109,22299
013,016,33419,21779
013,017,32948,22219
013,018,31695,24561
014,009,31672,23211
014,010,31922,23245
014,011,32315,22971
014,012,32637,22837
014,013,33281,23125
014,014,33342,23562
014,015,33151,23077
014,016,33469,23490
014,017,33053,23218
014,018,31559,24836
014,019,31288,24949
015,010,31640,23335
015,011,31702,22266
015,012,31857,23345
015,013,32733,22543
015,014,32979,22476
015,015,32883,22628
015,016,33259,23200
015,017,32636,23206
015,018,31106,24788
015,019,31063,24394
015,020,31312,22653
016,011,31596,23678
016,012,31748,23643
016,013,32232,23436
016,014,32470,23332
016,015,32481,22672
016,016,33086,23458
016,017,32508,22806
016,018,30954,24895
016,019,30884,25032
016,020,30971,22782
016,021,30669,22407
017,012,31533,23259
017,013,31848,23182
017,014,31797,23102
017,015,31826,22742
017,016,32600,23272
017,017,32136,22707
017,018,30658,22543
017,019,30620,25000
017,020,30572,22242
017,021,30184,22305
017,022,30074,21812
018,013,31591,22479
018,014,31620,22869
018,015,31515,22331
018,016,32163,22258
018,017,31618,22990
018,018,29953,21921
018,019,29774,21910
018,020,29863,21799
018,021,29403,21838
018,022,29349,21231
018,023,29144,20533
019,014,31649,22774
019,015,31634,22956
019,016,32314,22510
019,017,31670,22503
019,018,29871,21651
019,019,29664,21357
019,020,29675,21277
019,021,29455,21038
019,022,29382,20147
019,023,29145,19978
019,024,28677,20102
020,015,31707,21722
020,016,32351,22080
020,017,31546,22654
020,018,29572,21589
020,019,29441,20936
020,020,29626,20329
020,021,29657,20542
020,022,29729,19218
020,023,29628,19792
020,024,29115,18924
020,025,28962,18327
021,016,32329,22554
021,017,31541,22385
021,018,29666,21070
021,019,29509,20323
021,020,29647,20436
021,021,29719,20373
021,022,29818,19433
021,023,29797,18819
021,024,29317,18548
021,025,29143,17968
021,026,28913,16944
022,017,31901,22386
022,018,30168,21398
022,019,30020,20550
022,020,30263,20616
022,021,30220,20158
022,022,30167,19556
022,023,29925,19581
022,024,29235,18692
022,025,28983,17667
022,026,28816,16936
022,027,28535,16085
023,018,29890,20845
023,019,29975,20477
023,020,30427,21093
023,021,30373,21772
023,022,30425,21140
023,023,30196,19560
023,024,29575,18932
023,025,29257,17959
023,026,28872,16648
023,027,28481,16043
023,028,28397,14203
024,019,30008,21317
024,020,30581,21450
024,021,30451,21388
024,022,30389,20811
024,023,30042,19740
024,024,29483,19546
024,025,29189,18799
024,026,28606,15845
024,027,28195,14637
024,028,28203,12618
024,029,28326,12141
025,020,30482,21306
025,021,30179,20618
025,022,30039,20253
025,023,29682,19934
025,024,29141,18721
025,025,28874,17074
025,026,28145,15384
025,027,27658,11439
025,028,27719,11230
025,029,27750,10846
025,030,27672,8471
026,021,29875,18693
026,022,29584,18633
026,023,29330,17788
026,024,28933,16588
026,025,28589,15032
026,026,27907,10420
026,027,27624,10110
026,028,27634,8425
026,029,27635,9950
026,030,27559,8600
026,031,27628,11158
027,022,29294,17539
027,023,29074,16062
027,024,28767,14417
027,025,28358,10593
027,026,27829,10392
027,027,27672,9726
027,028,27582,9432
027,029,27397,8458
027,030,27415,10613
027,031,27753,11477
027,032,28340,12559
028,023,28611,13404
028,024,28387,11556
028,025,28072,9194
028,026,27626,9387
028,027,27372,8064
028,028,27109,8497
028,029,27239,11076
028,030,27750,12344
028,031,28436,13134
028,032,29111,13051
028,033,29776,14738
029,024,28036,9901
029,025,27777,9128
029,026,27414,8087
029,027,26958,8204
029,028,26859,11127
029,029,27549,12150
029,030,28434,13240
029,031,29359,13831
029,032,29979,13314
029,033,30593,13679
029,034,31397,15956
030,025,27731,9023
030,026,27231,8874
030,027,26741,12551
030,028,26997,13189
030,029,28145,13679
030,030,29188,14005
030,031,29962,15799
030,032,30514,15826
030,033,30954,15520
030,034,31567,17623
030,035,31836,18256
031,026,27295,10574
031,027,27402,11811
031,028,28144,14156
031,029,29224,15408
031,030,30332,15607
031,031,31031,16201
031,032,31492,17391
031,033,31887,17228
031,034,32348,18163
031,035,32586,19561
031,036,32629,20097
032,027,28101,13293
032,028,28973,13988
032,029,30132,15584
032,030,31190,15993
032,031,31872,16972
032,032,32324,17801
032,033,32579,17764
032,034,33051,18470
032,035,33222,19756
032,036,33168,24551
032,037,33663,25395
033,028,29886,15484
033,029,30904,15254
033,030,31795,15570
033,031,32517,17047
033,032,32945,17097
033,033,33247,17865
033,034,33684,18371
033,035,33731,19601
033,036,33693,23715
033,037,34083,24350
033,038,34778,25160
034,029,31643,16271
034,030,32349,17167
034,031,32948,18134
034,032,33403,17838
034,033,33801,18572
034,034,34329,19290
034,035,34095,19305
034,036,34025,20753
034,037,34651,24317
034,038,35349,25269
034,039,35147,25880
035,030,32575,17310
035,031,33294,18573
035,032,33920,18675
035,033,34323,18953
035,034,34726,19522
035,035,34444,19633
035,036,34395,19508
035,037,35101,24382
035,038,35694,25864
035,039,35681,25961
035,040,35996,26271
036,031,33179,18272
036,032,33650,19069
036,033,34081,19062
036,034,34558,19017
036,035,34403,19028
036,036,34318,21552
036,037,34982,20999
036,038,35387,23844
036,039,35238,25569
036,040,35411,25940
036,041,35214,26181
037,032,33781,17738
037,033,34055,16990
037,034,34216,17640
037,035,34351,18690
037,036,34473,19693
037,037,35176,25388
037,038,35507,25745
