000,005,16510,11671
001,005,16912,14187
002,007,17489,11573
003,008,18088,13818
004,009,18301,17925
005,010,18543,18157
006,010,19057,17992
007,011,19148,18171
008,012,19567,19036
009,013,19917,17637
010,014,20265,6718
011,014,21684,5581
012,015,22059,5955
013,016,22909,6155
014,017,23603,6645
015,018,23782,7122
016,019,24126,6560
017,020,24200,6423
018,021,24178,5453
019,022,24510,5741
020,023,24825,6073
021,024,25221,6422
022,025,25502,5865
023,026,26834,6367
024,027,28207,5700
025,028,28528,5847
026,029,28879,6277
027,030,28678,6461
028,031,28520,6951
029,032,28587,6087
030,033,28158,5897
031,034,28069,5398
032,035,28169,5170
033,036,28462,5356
034,037,28449,5831
035,038,28254,5504
036,039,28636,6324
037,040,28877,6101
038,040,30282,6342
039,042,29505,6453
040,043,29530,6428
041,044,29572,6861
042,045,30013,7212
043,045,30651,7166
044,047,29915,7251
045,048,29811,6780
046,049,29989,6611
047,050,29902,6433
048,050,30212,6711
049,052,30145,6618
050,052,30693,7063
051,053,30971,6894
052,054,30732,6939
053,055,30258,7051
054,056,29652,7648
055,057,29441,6661
056,058,29041,6399
057,059,28769,7403
058,061,28833,7181
059,061,28984,6320
060,062,29181,6402
061,063,28843,6461
062,064,28709,5949
063,065,28541,6590
064,066,28000,6982
065,067,27407,6329
066,068,27434,6938
067,069,27854,7366
068,070,28079,7311
069,072,28224,7891
070,073,27870,7807
071,073,27970,7506
072,074,27857,7175
073,076,27448,8158
074,077,27469,8819
075,077,27652,8189
076,078,27007,8737
077,078,26732,8206
078,080,27190,7754
079,081,27244,8965
080,083,27809,9926
081,084,27761,10191
082,085,27017,10503
083,085,27478,10127
084,085,27296,9029
085,086,26698,8722
086,087,26577,6924
087,088,26791,7493
088,090,25961,8099
