000,000,3791,3205
000,001,3979,3292
000,002,4113,2889
000,003,4344,3394
000,004,4411,3729
000,005,4237,2589
001,000,3726,3020
001,001,3819,3144
001,002,3970,3102
001,003,4257,3387
001,004,4502,3753
001,005,4473,3248
001,006,4534,3162
002,000,3562,2440
002,001,3693,2789
002,002,3809,3154
002,003,4119,3226
002,004,4316,3500
002,005,4324,3623
002,006,4357,3544
002,007,4035,3081
003,000,3605,2856
003,001,3560,2631
003,002,3627,2949
003,003,3813,3214
003,004,4196,3664
003,005,4317,3272
003,006,4390,3493
003,007,4150,3496
003,008,3864,2924
004,000,3709,2877
004,001,3801,2739
004,002,3767,1958
004,003,3819,3215
004,004,4148,3120
004,005,4317,3623
004,006,4530,3468
004,007,4275,3682
004,008,3962,3513
004,009,3578,3020
005,000,3727,2727
005,001,3724,2672
005,002,3829,2531
005,003,3968,2516
005,004,4255,3019
005,005,4376,3516
005,006,4582,3744
005,007,4413,3935
005,008,4117,3592
005,009,3729,2792
005,010,3657,3217
006,001,3809,2824
006,002,3824,2694
006,003,4051,2382
006,004,4201,3394
006,005,4339,3839
006,006,4469,3968
006,007,4287,3737
006,008,4064,3424
006,009,3762,2902
006,010,3737,3324
006,011,3731,3145
007,002,4187,3572
007,003,4305,3605
007,004,4412,2380
007,005,4474,2363
007,006,4547,3050
007,007,4430,3502
007,008,4196,3579
007,009,3960,3246
007,010,4055,3414
007,011,4176,3441
007,012,4147,3472
008,003,4480,3650
008,004,4605,2841
008,005,4581,2448
008,006,4630,2444
008,007,4615,2926
008,008,4367,3474
008,009,4068,3176
008,010,4167,3460
008,011,4288,3165
008,012,4372,3527
008,013,4574,3839
009,004,4715,3392
009,005,4712,3123
009,006,4708,2341
009,007,4629,3147
009,008,4519,3586
009,009,4194,3512
009,010,4226,3426
009,011,4331,3409
009,012,4445,3146
009,013,4672,3615
009,014,4888,3742
010,005,4665,3420
010,006,4738,3107
010,007,4530,2582
010,008,4277,2630
010,009,3967,3099
010,010,4074,3450
010,011,4226,2972
010,012,4347,3237
010,013,4685,3624
010,014,4925,3757
010,015,4704,3309
011,006,5085,3868
011,007,4815,3311
011,008,4323,2608
011,009,4014,2778
011,010,4132,3374
011,011,4229,3240
011,012,4358,3458
011,013,4704,3758
011,014,4985,4202
011,015,4774,3975
011,016,4660,3735
012,007,4705,3768
012,008,4319,3507
012,009,3957,3316
012,010,3945,2599
012,011,3981,3241
012,012,4094,3525
012,013,4404,3577
012,014,4797,4241
012,015,4693,4225
012,016,4630,3534
012,017,4486,3440
013,008,4402,3683
013,009,4015,3505
013,010,4102,3081
013,011,4116,2451
013,012,4179,2820
013,013,4530,3188
013,014,4781,3696
013,015,4609,4078
013,016,4616,3885
013,017,4485,3714
013,018,3996,3593
014,009,3965,3280
014,010,3967,3056
014,011,4048,2786
014,012,4136,2459
014,013,4451,3293
014,014,4715,3535
014,015,4609,3969
014,016,4577,3900
014,017,4508,4048
014,018,3933,3111
014,019,3729,2944
015,010,4013,3089
015,011,4099,3149
015,012,4189,2735
015,013,4454,2897
015,014,4696,3890
015,015,4663,4063
015,016,4624,3860
015,017,4488,4127
015,018,4018,3426
015,019,3878,3119
015,020,3765,3326
016,011,4256,3564
016,012,4344,3738
016,013,4589,3574
016,014,4755,3426
016,015,4614,3589
016,016,4636,3599
016,017,4446,3330
016,018,4055,3228
016,019,4004,3461
016,020,3885,3448
016,021,3865,3560
017,012,4697,4071
017,013,4852,4166
017,014,5094,3507
017,015,4825,2806
017,016,4811,3094
017,017,4728,3531
017,018,4354,3561
017,019,4212,3402
017,020,4161,3542
017,021,4122,3738
017,022,4354,3472
018,013,5002,4038
018,014,5215,4169
018,015,4958,3182
018,016,4870,2551
018,017,4812,2995
018,018,4606,3651
018,019,4407,3475
018,020,4313,3590
018,021,4299,3833
018,022,4570,3636
018,023,4854,3695
019,014,5331,4102
019,015,5144,3486
019,016,4974,3182
019,017,4816,2649
019,018,4600,3494
019,019,4447,4110
019,020,4338,3873
019,021,4308,3796
019,022,4576,3580
019,023,4910,3831
019,024,5321,3791
020,015,5056,3725
020,016,4986,3430
020,017,4654,2808
020,018,4338,3498
020,019,4333,3752
020,020,4203,3951
020,021,4134,3713
020,022,4422,3526
020,023,4729,3849
020,024,5170,3928
020,025,4934,3538
021,016,4369,3636
021,017,4159,3379
021,018,3598,2344
021,019,3509,2959
021,020,3432,2993
021,021,3346,2855
021,022,3616,3246
021,023,4016,3401
021,024,4612,3857
021,025,4389,3056
021,026,4318,3617
022,017,3916,2938
022,018,3369,2564
022,019,3198,2175
022,020,3121,2679
022,021,3081,2601
022,022,3353,2516
022,023,3754,2599
022,024,4303,3673
022,025,4014,3107
022,026,3963,3049
022,027,4742,4164
023,018,3599,3102
023,019,3433,3014
023,020,3321,3065
023,021,3214,2893
023,022,3342,2439
023,023,3714,2977
023,024,4343,3649
023,025,4193,3374
023,026,4159,3330
023,027,4945,4227
023,028,4810,4062
024,019,3427,3292
024,020,3358,3095
024,021,3228,3018
024,022,3453,1935
024,023,3829,2344
024,024,4418,3474
024,025,4285,3465
024,026,4201,3131
024,027,4975,4420
024,028,4795,4128
024,029,4627,3877
025,020,3460,3202
025,021,3335,3192
025,022,3502,2916
025,023,3922,2614
025,024,4520,3326
025,025,4366,3240
025,026,4335,3242
025,027,5110,4212
025,028,4898,4042
025,029,4728,4305
025,030,4584,3763
026,021,3817,3559
026,022,3903,3410
026,023,4178,2745
026,024,4615,2589
026,025,4441,3748
026,026,4486,3522
026,027,5555,4181
026,028,5370,4349
026,029,5158,4362
026,030,5055,4326
026,031,4886,4178
027,022,4286,3566
027,023,4508,3671
027,024,4927,3335
027,025,4611,2457
027,026,4587,2904
027,027,5650,4103
027,028,5597,4559
027,029,5356,4485
027,030,5209,4378
027,031,5041,4317
027,032,5003,4055
028,023,4161,3389
028,024,4569,3826
028,025,4260,3155
028,026,4181,2318
028,027,5247,4547
028,028,5222,4535
028,029,4993,4404
028,030,4824,4194
028,031,4658,4031
028,032,4697,3758
028,033,4967,3895
029,024,4691,3674
029,025,4456,3278
029,026,4240,2495
029,027,5207,4511
029,028,5207,4435
029,029,5032,4420
029,030,4839,4314
029,031,4653,4008
029,032,4749,3935
029,033,5059,4502
029,034,5181,4760
030,025,4353,3643
030,026,4297,3348
030,027,4927,4315
030,028,4610,4145
030,029,4473,3853
030,030,4331,3852
030,031,4149,3554
030,032,4234,3432
030,033,4545,3584
030,034,4844,4040
030,035,5277,4679
031,026,4147,3320
031,027,4874,4202
031,028,4620,3922
031,029,4377,4030
031,030,4233,3906
031,031,4151,3401
031,032,4247,3904
031,033,4517,4056
031,034,4796,4463
