2,20110908,20111120,0.98,1366.58
-1190.0,-549.0,-641.0
271.0,-15.0,286.0
415.0,-77.0,492.0
550.0,-109.0,659.0
-112.0,-321.0,209.0
572.0,-223.0,795.0
561.0,92.0,469.0
408.0,-34.0,442.0
594.0,-115.0,709.0
650.0,-155.0,805.0
-242.0,-113.0,-129.0
617.0,-138.0,755.0
406.0,46.0,360.0
665.0,-204.0,869.0
511.0,-578.0,1089.0
461.0,-436.0,897.0
777.0,-46.0,823.0
634.0,-133.0,767.0
692.0,-342.0,1034.0
721.0,130.0,591.0
677.0,107.0,570.0
768.0,0.0,768.0
451.0,-437.0,888.0
724.0,-241.0,965.0
767.0,-57.0,824.0
748.0,-82.0,830.0
537.0,114.0,423.0
555.0,-62.0,617.0
543.0,-228.0,771.0
830.0,-169.0,999.0
665.0,-298.0,963.0
443.0,-401.0,844.0
505.0,-237.0,742.0
472.0,-336.0,808.0
243.0,-207.0,450.0
-13.0,-670.0,657.0
633.0,20.0,613.0
438.0,-268.0,706.0
597.0,247.0,350.0
365.0,684.0,-319.0
255.0,2028.0,-1773.0
-698.0,2009.0,-2707.0
-1472.0,1825.0,-3297.0
-2362.0,511.0,-2873.0
-2919.0,-277.0,-2642.0
-1469.0,663.0,-2132.0
-3544.0,771.0,-4315.0
-3342.0,93.0,-3435.0
-3050.0,15.0,-3065.0
-3193.0,-31.0,-3162.0
-2845.0,-333.0,-2512.0
-2492.0,-981.0,-1511.0
-2937.0,-1193.0,-1744.0
