2,20110908,20111120,0.98,4544.59
-10216.0,-2009.0,-8207.0
-10310.0,-2328.0,-7982.0
-12300.0,-2458.0,-9842.0
-10167.0,-1698.0,-8469.0
-10938.0,-1755.0,-9183.0
-10951.0,-1600.0,-9351.0
-11515.0,-1939.0,-9576.0
-10756.0,-1803.0,-8953.0
-12670.0,-2065.0,-10605.0
-14501.0,-2827.0,-11674.0
-8797.0,-1803.0,-6994.0
882.0,-4.0,886.0
935.0,223.0,712.0
974.0,357.0,617.0
1059.0,396.0,663.0
1016.0,820.0,196.0
1084.0,264.0,820.0
1114.0,247.0,867.0
990.0,383.0,607.0
1005.0,709.0,296.0
1223.0,307.0,916.0
1353.0,246.0,1107.0
1234.0,-219.0,1453.0
1296.0,-22.0,1318.0
1207.0,559.0,648.0
1317.0,650.0,667.0
1239.0,261.0,978.0
1189.0,450.0,739.0
1296.0,736.0,560.0
1412.0,331.0,1081.0
1272.0,25.0,1247.0
1156.0,107.0,1049.0
1146.0,51.0,1095.0
1155.0,37.0,1118.0
1086.0,-86.0,1172.0
1390.0,165.0,1225.0
1165.0,-109.0,1274.0
1175.0,-288.0,1463.0
1275.0,-444.0,1719.0
1239.0,-376.0,1615.0
1284.0,170.0,1114.0
1418.0,642.0,776.0
1418.0,510.0,908.0
1397.0,135.0,1262.0
1303.0,5.0,1298.0
1279.0,289.0,990.0
1229.0,-20.0,1249.0
1274.0,84.0,1190.0
1283.0,611.0,672.0
1172.0,679.0,493.0
1278.0,558.0,720.0
1201.0,454.0,747.0
1260.0,568.0,692.0
1191.0,374.0,817.0
998.0,986.0,12.0
1249.0,763.0,486.0
1335.0,904.0,431.0
1103.0,846.0,257.0
1255.0,667.0,588.0
1266.0,669.0,597.0
1261.0,70.0,1191.0
1308.0,544.0,764.0
1349.0,615.0,734.0
1274.0,253.0,1021.0
952.0,535.0,417.0
1161.0,888.0,273.0
1158.0,1081.0,77.0
1233.0,1168.0,65.0
1156.0,627.0,529.0
1225.0,593.0,632.0
1215.0,814.0,401.0
1071.0,571.0,500.0
616.0,364.0,252.0
1092.0,703.0,389.0
620.0,1063.0,-443.0
-8.0,894.0,-902.0
-6220.0,736.0,-6956.0
-16232.0,-732.0,-15500.0
-337.0,1560.0,-1897.0
-1249.0,1288.0,-2537.0
-1343.0,934.0,-2277.0
-1078.0,1384.0,-2462.0
-1226.0,1514.0,-2740.0
-735.0,1441.0,-2176.0
-2127.0,1225.0,-3352.0
-3401.0,916.0,-4317.0
-3504.0,708.0,-4212.0
-2407.0,831.0,-3238.0
-1566.0,1297.0,-2863.0
