2,20110908,20111120,0.92,10395.97
-6586.0,-1502.0,-5084.0
-6623.0,-1408.0,-5215.0
-6920.0,-1181.0,-5739.0
-6200.0,-788.0,-5412.0
-6638.0,-697.0,-5941.0
-6506.0,-951.0,-5555.0
-5908.0,-1072.0,-4836.0
-6084.0,-1142.0,-4942.0
-4812.0,-978.0,-3834.0
-4407.0,-876.0,-3531.0
-3075.0,-457.0,-2618.0
-2904.0,-255.0,-2649.0
-3672.0,-486.0,-3186.0
-3299.0,-91.0,-3208.0
-3911.0,-636.0,-3275.0
-3515.0,-751.0,-2764.0
-4694.0,-485.0,-4209.0
-4912.0,-999.0,-3913.0
-2573.0,-490.0,-2083.0
-1337.0,-336.0,-1001.0
-1872.0,-415.0,-1457.0
-1572.0,-926.0,-646.0
-1525.0,-831.0,-694.0
-2011.0,-567.0,-1444.0
-2303.0,-1154.0,-1149.0
-2768.0,-1871.0,-897.0
-3980.0,-1447.0,-2533.0
-2858.0,-1243.0,-1615.0
-2594.0,-575.0,-2019.0
-2699.0,-458.0,-2241.0
-3224.0,-791.0,-2433.0
-5495.0,-1410.0,-4085.0
-4546.0,-991.0,-3555.0
-3575.0,-1078.0,-2497.0
-3584.0,-1466.0,-2118.0
-6705.0,-2019.0,-4686.0
-8854.0,-3251.0,-5603.0
-10817.0,-3985.0,-6832.0
-10186.0,-3935.0,-6251.0
-9580.0,-3749.0,-5831.0
-7712.0,-3577.0,-4135.0
-8578.0,-3798.0,-4780.0
-9053.0,-3140.0,-5913.0
-11457.0,-2507.0,-8950.0
-12364.0,-1872.0,-10492.0
-11759.0,-1804.0,-9955.0
-15119.0,-2937.0,-12182.0
-16964.0,-2817.0,-14147.0
-18246.0,-2628.0,-15618.0
-20241.0,-3037.0,-17204.0
-19155.0,-3204.0,-15951.0
-19558.0,-3316.0,-16242.0
-18664.0,-2919.0,-15745.0
-19383.0,-2639.0,-16744.0
-19160.0,-3277.0,-15883.0
-18973.0,-3784.0,-15189.0
-18521.0,-4210.0,-14311.0
-16941.0,-4026.0,-12915.0
-16010.0,-5702.0,-10308.0
-14233.0,-5086.0,-9147.0
-13238.0,-3890.0,-9348.0
-10297.0,-3567.0,-6730.0
-10520.0,-3837.0,-6683.0
-8981.0,-3852.0,-5129.0
-7625.0,-3640.0,-3985.0
-9392.0,-4193.0,-5199.0
-8520.0,-4756.0,-3764.0
-8599.0,-4719.0,-3880.0
-5400.0,-3817.0,-1583.0
-2734.0,-2271.0,-463.0
-2117.0,-2703.0,586.0
-1600.0,-2980.0,1380.0
-14475.0,-9125.0,-5350.0
-15438.0,-9869.0,-5569.0
-19499.0,-11491.0,-8008.0
-15468.0,-9405.0,-6063.0
-12620.0,-8084.0,-4536.0
-11103.0,-7609.0,-3494.0
