     threshold filtersize TP	  TN	          FN	 FP	    precision	           recall	          globalFmeasure
0	15.0	1.0	11634.0	867825.0	21587.0	55.0	0.3502001745883628	0.9952947215330653	0.5181028724114897
1	15.0	2.0	9994.0	866360.0	23227.0	1520.0	0.3008338099394961	0.8679867986798679	0.4468089862523751
2	15.0	3.0	11276.0	867860.0	21945.0	20.0	0.33942385840281747	0.998229461756374	0.5065929869488061
3	15.0	4.0	10353.0	865454.0	22868.0	2426.0	0.31164022756690046	0.8101572893027623	0.45013043478260867
4	15.0	5.0	10632.0	867666.0	22589.0	214.0	0.3200385298455796	0.9802692236769316	0.48253795357069923
5	15.0	6.0	9942.0	864719.0	23279.0	3161.0	0.29926853496282474	0.7587575364420361	0.42923754425351873
6	15.0	7.0	9855.0	867128.0	23366.0	752.0	0.29664970952108605	0.9291034222683133	0.44971251254905537
7	15.0	8.0	9224.0	864073.0	23997.0	3807.0	0.277655699708016	0.7078505103215409	0.39885842774366514
8	15.0	9.0	9017.0	866504.0	24204.0	1376.0	0.27142470124318957	0.8676031944578081	0.41349108084560005
9	20.0	1.0	22759.0	867738.0	10462.0	142.0	0.6850787152704615	0.9937993974062268	0.8110544884359074
10	20.0	2.0	21113.0	866276.0	12108.0	1604.0	0.6355317419704404	0.9293920852225206	0.7548714648360685
11	20.0	3.0	22835.0	867812.0	10386.0	68.0	0.6873664248517504	0.9970309566432345	0.8137338749910911
12	20.0	4.0	22026.0	865388.0	11195.0	2492.0	0.6630143583877668	0.8983603882861572	0.7629505187135214
13	20.0	5.0	22657.0	867647.0	10564.0	233.0	0.6820083682008368	0.989820882481433	0.8075778367877956
14	20.0	6.0	21977.0	864683.0	11244.0	3197.0	0.6615393877366725	0.8730038929053786	0.7527014299169449
15	20.0	7.0	22196.0	867112.0	11025.0	768.0	0.6681316035038078	0.9665563490681066	0.7901041203168105
16	20.0	8.0	21609.0	864052.0	11612.0	3828.0	0.6504620571325367	0.8495105554900342	0.7367792969415935
17	20.0	9.0	21574.0	866492.0	11647.0	1388.0	0.6494085066674694	0.9395523038062886	0.7679903173557838
18	25.0	1.0	29367.0	867194.0	3854.0	686.0	0.8839890430751633	0.9771736598675673	0.9282485697126782
19	25.0	2.0	28070.0	865874.0	5151.0	2006.0	0.8449474729839559	0.9333023008378774	0.8869298702940108
20	25.0	3.0	29492.0	867410.0	3729.0	470.0	0.8877517233075465	0.9843134637207129	0.9335422502888436
21	25.0	4.0	28564.0	865028.0	4657.0	2852.0	0.8598175852623341	0.9092182327476445	0.883828147964788
22	25.0	5.0	29198.0	867329.0	4023.0	551.0	0.8789018994009813	0.9814783690208074	0.9273622359853899
23	25.0	6.0	28441.0	864403.0	4780.0	3477.0	0.8561151079136691	0.8910646030453035	0.8732403015090805
24	25.0	7.0	28780.0	866915.0	4441.0	965.0	0.8663194967038921	0.9675575727012944	0.9141441412825969
25	25.0	8.0	28094.0	863867.0	5127.0	4013.0	0.8456699075885735	0.8750116796960165	0.8600906196424197
26	25.0	9.0	28192.0	866407.0	5029.0	1473.0	0.8486198488907619	0.950345525029496	0.8966065578984194
27	30.0	1.0	31904.0	864566.0	1317.0	3314.0	0.9603564010716114	0.9059003918450792	0.9323339031838572
28	30.0	2.0	30757.0	863816.0	2464.0	4064.0	0.9258300472592638	0.8832888199649637	0.9040592575174158
29	30.0	3.0	31870.0	865188.0	1351.0	2692.0	0.9593329520484031	0.9221109889473988	0.9403537760205362
30	30.0	4.0	30946.0	863078.0	2275.0	4802.0	0.931519219770627	0.86567080675842	0.8973886818715654
31	30.0	5.0	31611.0	865552.0	1610.0	2328.0	0.9515366786069053	0.9314063466808097	0.9413639070875521
32	30.0	6.0	30821.0	862706.0	2400.0	5174.0	0.9277565395382439	0.8562578135852201	0.8905744336569579
33	30.0	7.0	31229.0	865352.0	1992.0	2528.0	0.9400379278167424	0.9251118286577599	0.9325151542297471
34	30.0	8.0	30493.0	862310.0	2728.0	5570.0	0.9178832666084705	0.8455480686576269	0.8802320882166157
35	30.0	9.0	30617.0	865027.0	2604.0	2853.0	0.9216158453989947	0.9147594861069615	0.9181748661738466
36	35.0	1.0	32821.0	850967.0	400.0	16913.0	0.987959423256374	0.6599308320263804	0.7912964860466519
37	35.0	2.0	31924.0	852657.0	1297.0	15223.0	0.9609584299087927	0.677116253420154	0.7944455504678479
38	35.0	3.0	32780.0	852744.0	441.0	15136.0	0.9867252641401523	0.6841138659320477	0.8080160715826317
39	35.0	4.0	32027.0	851864.0	1194.0	16016.0	0.9640588784202764	0.6666319755219283	0.788221106517031
40	35.0	5.0	32608.0	854319.0	613.0	13561.0	0.9815478161403931	0.7062747731161602	0.821463660410631
41	35.0	6.0	31923.0	852508.0	1298.0	15372.0	0.9609283284669335	0.674976213130352	0.792960405385265
42	35.0	7.0	32324.0	855666.0	897.0	12214.0	0.9729990066524187	0.7257622704207642	0.8313892925577747
43	35.0	8.0	31649.0	853520.0	1572.0	14360.0	0.9526805333975498	0.6878871525136386	0.7989145525684715
44	35.0	9.0	31895.0	856785.0	1326.0	11095.0	0.9600854880948797	0.7419167248197255	0.8370182782013095
45	40.0	1.0	33101.0	805793.0	120.0	62087.0	0.9963878269769122	0.3477434130352565	0.515555763225319
46	40.0	2.0	32445.0	811995.0	776.0	55885.0	0.9766412811173655	0.36731574776406656	0.5338499888935508
47	40.0	3.0	33089.0	808226.0	132.0	59654.0	0.9960266096746034	0.35678164389765266	0.5253723286018227
48	40.0	4.0	32527.0	809391.0	694.0	58489.0	0.9791095993498089	0.3573767249714336	0.5236282266957508
