000,001,53504,42602
001,001,54901,42722
002,002,55716,43838
003,006,54365,42629
004,005,56154,42835
005,005,58075,42831
006,010,56311,43086
007,008,58934,43438
008,007,61328,43915
009,008,61982,43194
010,010,61915,44983
011,008,65418,45868
012,015,61325,46302
013,018,61381,44786
014,017,63255,47452
015,018,63522,67912
016,012,68361,67062
017,018,65574,68216
018,014,68641,58655
019,015,68437,53988
020,019,65518,75701
021,019,66266,74461
022,018,68539,73136
023,028,64265,70752
024,028,63723,68734
025,030,64168,73134
026,028,64599,73868
027,028,64329,72455
028,030,64250,72529
029,030,64312,71642
